date,open_price,daily_high,daily_low,close_price,trade_volume_millions
2006/12/12,0.000,1.947,1.908,2.130,101.664
2006/12/13,1.931,1.959,0.000,1.925,0.000
2006/12/14,2.145,0.000,0.000,1.951,0.000
2006/12/18,0.000,0.000,0.000,2.130,0.000
2006/12/20,2.145,2.015,2.076,0.000,0.000
2006/12/22,1.999,2.026,0.000,0.000,111.702
2006/12/29,2.003,2.013,0.000,1.973,0.000
2007/01/04,1.929,0.000,2.076,0.000,126.368
2007/01/05,0.000,1.939,0.000,1.918,0.000
2007/01/08,2.145,0.000,0.000,0.000,135.660
2007/01/09,0.000,1.903,0.000,2.130,55.528
2007/01/11,0.000,0.000,1.859,1.870,0.000
2007/01/12,1.868,2.155,1.863,2.130,89.328
2007/01/22,0.000,1.895,1.840,1.847,0.000
2007/01/23,1.845,1.854,0.000,1.821,106.272
2007/01/26,0.000,1.863,0.000,1.842,0.000
2007/01/29,2.145,1.872,1.827,0.000,147.900
2007/02/06,2.145,0.000,0.000,1.913,172.254
2007/02/07,2.145,1.976,0.000,1.949,0.000
2007/02/08,0.000,0.000,1.934,1.955,55.528
2007/02/09,0.000,0.000,0.000,0.000,119.202
2007/02/12,1.939,0.000,0.000,1.942,0.000
2007/02/13,0.000,0.000,0.000,1.965,90.110
2007/02/14,0.000,2.014,2.076,2.007,136.282
2007/02/20,0.000,2.087,2.076,2.130,178.068
2007/02/21,0.000,2.066,2.046,2.063,90.168
2007/02/23,2.050,0.000,2.037,0.000,0.000
2007/02/27,2.010,2.027,1.939,0.000,177.014
2007/03/01,1.966,0.000,1.903,0.000,0.000
2007/03/02,0.000,1.944,1.885,0.000,155.756
2007/03/05,1.857,0.000,1.852,1.852,55.528
2007/03/06,1.885,1.933,0.000,0.000,55.528
2007/03/07,1.934,1.966,1.914,2.130,55.528
2007/03/08,0.000,1.961,1.899,1.905,55.528
2007/03/09,1.924,0.000,2.076,0.000,124.002
2007/03/12,1.932,0.000,2.076,0.000,97.580
2007/03/13,2.145,0.000,0.000,0.000,0.000
2007/03/14,0.000,1.911,0.000,0.000,171.822
2007/03/15,1.905,1.914,0.000,0.000,0.000
2007/03/16,1.886,1.904,2.076,1.893,0.000
2007/03/19,0.000,1.927,1.900,0.000,55.528
2007/03/20,1.926,1.934,0.000,2.130,76.026
2007/03/21,1.928,0.000,0.000,1.990,55.528
2007/03/23,1.978,2.155,1.949,1.949,58.830
2007/03/26,1.949,0.000,0.000,2.130,70.422
2007/03/30,1.987,2.012,1.971,1.990,55.528
2007/04/02,2.145,2.023,0.000,2.021,0.000
2007/04/09,0.000,2.107,2.076,2.083,83.654
2007/04/10,2.079,0.000,2.073,2.093,0.000
2007/04/13,2.109,0.000,2.096,0.000,55.528
2007/04/16,0.000,2.265,0.000,2.260,55.528
2007/04/17,0.000,2.266,2.237,2.130,0.000
2007/04/19,0.000,2.155,0.000,2.232,55.528
2007/04/20,2.254,2.259,0.000,0.000,0.000
2007/04/25,0.000,0.000,0.000,2.841,0.000
2007/04/26,2.825,2.155,0.000,0.000,0.000
2007/05/02,3.084,0.000,2.076,0.000,0.000
2007/05/04,0.000,3.188,3.118,2.130,0.000
2007/05/07,3.122,0.000,0.000,3.041,0.000
2007/05/08,3.027,0.000,2.985,3.092,0.000
2007/05/11,0.000,0.000,0.000,0.000,0.000
2007/05/14,0.000,0.000,3.030,0.000,0.000
2007/05/15,2.145,3.099,3.026,3.029,0.000
2007/05/16,0.000,2.155,3.005,0.000,55.528
2007/05/17,0.000,2.155,0.000,3.109,55.528
2007/05/21,3.179,3.434,3.165,0.000,55.528
2007/05/24,3.452,2.155,3.385,0.000,55.528
2007/05/25,0.000,3.485,3.412,0.000,0.000
2007/05/29,0.000,0.000,0.000,2.130,55.528
2007/05/30,3.453,3.504,3.443,3.493,55.528
2007/05/31,3.534,2.155,2.076,0.000,186.204
2007/06/04,3.412,2.155,3.382,3.521,0.000
2007/06/05,3.555,0.000,3.543,3.682,0.000
2007/06/08,0.000,0.000,0.000,0.000,0.000
2007/06/12,0.000,0.000,3.471,0.000,0.000
2007/06/18,3.617,3.632,3.570,3.592,156.272
2007/06/19,0.000,0.000,3.484,0.000,55.528
2007/06/20,0.000,3.525,0.000,0.000,0.000
2007/06/21,3.458,3.489,3.433,3.484,0.000
2007/06/22,3.477,3.494,3.421,3.443,0.000
2007/06/26,2.145,3.431,3.369,0.000,55.528
2007/06/27,2.145,0.000,0.000,0.000,55.528
2007/07/02,3.441,3.486,3.410,3.480,0.000
2007/07/05,0.000,3.483,0.000,0.000,89.758
2007/07/06,2.145,3.465,3.401,0.000,92.306
2007/07/09,3.469,3.618,0.000,3.603,55.528
2007/07/11,3.529,0.000,0.000,0.000,0.000
2007/07/16,0.000,0.000,0.000,3.684,0.000
2007/07/17,3.720,3.726,3.680,2.130,121.688
2007/07/18,0.000,2.155,0.000,3.666,0.000
2007/07/19,3.712,3.716,3.656,2.130,0.000
2007/07/20,3.631,0.000,0.000,0.000,182.614
2007/07/23,3.589,3.634,3.543,3.587,0.000
2007/07/24,0.000,3.608,0.000,3.463,0.000
2007/07/25,4.233,0.000,4.182,4.309,55.528
2007/07/27,0.000,0.000,4.124,0.000,55.528
2007/07/30,4.150,0.000,4.076,0.000,0.000
2007/07/31,4.185,4.187,3.900,0.000,55.528
2007/08/01,3.905,0.000,3.753,3.865,55.528
2007/08/06,0.000,0.000,0.000,0.000,180.058
2007/08/08,0.000,0.000,3.828,3.889,164.896
2007/08/10,3.658,0.000,3.618,3.739,181.352
2007/08/16,3.600,3.662,0.000,3.639,55.528
2007/08/21,3.711,3.891,0.000,0.000,0.000
2007/08/22,0.000,2.155,3.892,3.925,136.962
2007/08/23,3.947,2.155,3.826,0.000,0.000
2007/08/24,0.000,3.970,0.000,3.963,113.314
2007/08/28,3.893,0.000,0.000,3.811,0.000
2007/08/30,3.920,4.005,0.000,2.130,92.576
2007/09/04,0.000,0.000,0.000,2.130,0.000
2007/09/05,2.145,4.245,0.000,4.188,0.000
2007/09/10,4.247,0.000,0.000,0.000,0.000
2007/09/12,4.304,0.000,4.299,0.000,180.606
2007/09/14,4.320,0.000,0.000,0.000,0.000
2007/09/18,0.000,4.580,0.000,4.438,0.000
2007/09/19,0.000,0.000,0.000,4.450,129.174
2007/09/20,2.145,4.521,4.441,0.000,0.000
2007/09/26,0.000,4.713,0.000,0.000,115.406
2007/09/27,2.145,4.706,4.655,4.669,0.000
2007/09/28,0.000,4.680,0.000,0.000,96.274
2007/10/01,4.671,4.705,4.641,4.670,0.000
2007/10/05,0.000,0.000,0.000,2.130,0.000
2007/10/10,0.000,4.787,4.719,0.000,111.356
2007/10/18,4.469,0.000,4.457,0.000,0.000
2007/10/22,2.145,4.584,0.000,4.564,0.000
2007/10/25,4.411,2.155,0.000,2.130,0.000
2007/10/26,4.450,2.155,0.000,0.000,176.524
2007/10/29,4.521,2.155,4.474,0.000,55.528
2007/11/01,4.387,2.155,4.325,0.000,165.314
2007/11/05,2.145,4.301,0.000,4.219,0.000
2007/11/07,4.320,4.458,4.308,0.000,0.000
2007/11/08,0.000,0.000,4.070,2.130,0.000
2007/11/13,3.895,4.003,3.890,3.993,0.000
2007/11/15,3.971,3.987,3.835,0.000,156.630
2007/11/19,0.000,3.987,0.000,3.959,172.996
2007/11/21,3.962,0.000,0.000,0.000,133.566
2007/11/23,4.005,0.000,3.949,4.071,55.618
2007/11/27,0.000,0.000,0.000,4.280,0.000
2007/11/29,2.145,2.155,2.076,4.457,139.542
2007/12/03,0.000,4.613,4.489,4.545,120.010
2007/12/04,4.502,4.728,4.502,4.720,55.528
2007/12/05,0.000,0.000,0.000,4.660,132.172
2007/12/06,0.000,4.750,4.641,4.710,109.454
2007/12/07,0.000,4.734,4.646,4.715,55.528
2007/12/10,0.000,2.155,4.615,0.000,55.528
2007/12/11,0.000,4.797,4.537,4.537,205.392
2007/12/14,0.000,2.155,4.446,2.130,120.046
2007/12/18,0.000,4.373,2.076,2.130,0.000
2007/12/20,4.507,4.537,4.455,4.529,117.596
2007/12/26,2.145,0.000,4.525,0.000,0.000
2007/12/27,2.145,0.000,4.625,2.130,0.000
2008/01/02,2.145,4.872,4.735,4.812,0.000
2008/01/03,2.145,4.863,4.726,4.760,0.000
2008/01/04,2.145,0.000,4.425,4.439,205.400
2008/01/07,4.431,2.155,0.000,0.000,199.632
2008/01/08,4.378,0.000,2.076,0.000,55.528
2008/01/11,4.201,4.201,4.015,0.000,212.486
2008/01/14,4.109,4.166,3.944,4.143,0.000
2008/01/15,2.145,4.050,0.000,0.000,193.118
2008/01/17,4.008,4.113,3.977,4.006,198.018
2008/01/18,3.997,4.115,0.000,3.988,55.528
2008/01/22,0.000,2.155,0.000,3.924,0.000
2008/01/23,3.780,2.155,0.000,3.698,0.000
2008/01/24,0.000,0.000,2.076,3.884,197.732
2008/01/25,0.000,0.000,3.816,3.880,200.552
2008/01/29,0.000,3.795,0.000,3.697,199.160
2008/01/30,2.145,0.000,0.000,3.711,55.528
2008/02/04,3.725,2.155,3.695,3.697,0.000
2008/02/06,2.145,3.622,0.000,0.000,55.528
2008/02/07,3.368,0.000,3.361,3.546,55.528
2008/02/13,3.750,0.000,3.664,0.000,221.406
2008/02/14,3.886,3.894,2.076,3.790,149.944
2008/02/15,3.750,3.760,0.000,3.648,55.528
2008/02/21,3.697,3.711,3.468,0.000,55.528
2008/02/22,0.000,3.611,3.493,0.000,55.528
2008/02/25,3.618,0.000,3.570,3.664,0.000
2008/02/26,0.000,0.000,2.076,3.585,197.826
2008/02/28,0.000,0.000,0.000,2.130,55.528
2008/02/29,0.000,0.000,0.000,0.000,55.528
2008/03/03,3.180,2.155,0.000,0.000,0.000
2008/03/04,3.083,3.330,3.062,3.267,0.000
2008/03/05,3.283,3.317,0.000,0.000,0.000
2008/03/06,0.000,0.000,2.076,0.000,55.528
2008/03/07,3.110,0.000,3.101,2.130,0.000
2008/03/11,3.297,0.000,2.076,3.358,0.000
2008/03/12,0.000,0.000,0.000,3.326,0.000
2008/03/13,3.256,3.477,2.076,0.000,0.000
2008/03/14,0.000,3.534,0.000,0.000,55.528
2008/03/17,0.000,3.389,0.000,3.326,0.000
2008/03/18,2.145,3.596,2.076,0.000,191.014
2008/03/19,3.555,0.000,3.509,2.130,220.838
2008/03/20,3.509,0.000,3.469,0.000,0.000
2008/03/24,0.000,2.155,3.638,2.130,0.000
2008/03/28,3.550,2.155,3.463,0.000,0.000
2008/03/31,3.513,3.582,2.076,3.565,0.000
2008/04/01,0.000,0.000,0.000,0.000,0.000
2008/04/03,3.757,3.800,3.691,2.130,162.998
2008/04/07,2.145,0.000,3.800,3.845,55.528
2008/04/08,0.000,0.000,3.775,0.000,99.320
2008/04/09,3.828,3.833,0.000,0.000,133.206
2008/04/10,0.000,3.774,3.636,3.741,125.110
2008/04/11,3.692,0.000,0.000,0.000,0.000
2008/04/15,0.000,0.000,3.533,3.625,136.262
2008/04/17,0.000,0.000,0.000,3.702,124.400
2008/04/18,3.824,4.100,0.000,0.000,55.528
2008/04/21,0.000,4.067,2.076,0.000,0.000
2008/04/22,0.000,3.997,2.076,2.130,144.900
2008/04/28,0.000,4.125,0.000,0.000,219.838
2008/04/29,4.071,4.089,0.000,0.000,134.528
2008/04/30,4.045,2.155,2.076,0.000,157.514
2008/05/01,3.920,4.001,3.898,2.130,143.940
2008/05/02,0.000,0.000,3.820,2.130,0.000
2008/05/05,0.000,0.000,0.000,3.796,112.948
2008/05/08,3.687,0.000,3.578,3.639,55.528
2008/05/13,0.000,0.000,0.000,3.728,55.528
2008/05/14,3.746,3.787,2.076,0.000,91.784
2008/05/19,0.000,0.000,2.076,0.000,55.528
2008/05/20,0.000,4.135,4.002,0.000,158.244
2008/05/21,4.018,0.000,3.875,0.000,0.000
2008/05/23,0.000,3.944,2.076,0.000,126.638
2008/05/29,4.030,4.098,0.000,0.000,0.000
2008/06/02,0.000,0.000,0.000,0.000,124.304
2008/06/04,4.005,0.000,3.986,2.130,129.166
2008/06/05,2.145,2.155,4.090,4.226,0.000
2008/06/06,2.145,4.182,0.000,0.000,156.874
2008/06/10,0.000,4.052,3.910,3.981,0.000
2008/06/11,0.000,0.000,0.000,3.864,55.528
2008/06/12,3.901,2.155,3.750,3.807,124.088
2008/06/13,3.835,4.000,3.835,0.000,0.000
2008/06/16,0.000,4.127,0.000,0.000,55.528
2008/06/17,4.157,2.155,4.140,0.000,176.048
2008/06/19,4.110,4.223,0.000,0.000,134.346
2008/06/20,0.000,2.155,4.025,4.055,131.778
2008/06/24,0.000,0.000,3.882,3.982,142.802
2008/06/27,0.000,3.803,2.076,2.130,55.528
2008/07/02,2.145,3.720,0.000,3.572,140.888
2008/07/10,3.535,0.000,3.399,0.000,198.832
2008/07/11,3.470,3.500,3.337,0.000,158.600
2008/07/14,3.466,0.000,3.280,3.314,0.000
2008/07/15,0.000,3.431,0.000,0.000,55.528
2008/07/17,3.560,3.619,0.000,0.000,191.948
2008/07/18,0.000,3.542,0.000,2.130,165.960
2008/07/24,3.815,4.119,0.000,3.936,55.528
2008/07/25,0.000,0.000,2.076,2.130,0.000
2008/07/28,0.000,0.000,3.743,3.799,209.604
2008/07/30,3.918,0.000,3.821,3.911,151.346
2008/08/01,3.818,3.825,3.703,3.787,95.490
2008/08/04,0.000,3.865,0.000,2.130,89.964
2008/08/05,2.145,3.976,2.076,2.130,0.000
2008/08/07,0.000,0.000,3.800,3.848,108.896
2008/08/12,4.366,0.000,4.305,2.130,0.000
2008/08/14,4.286,0.000,4.261,0.000,55.528
2008/08/15,4.414,4.477,4.313,0.000,137.432
2008/08/19,0.000,2.155,4.053,4.064,132.608
2008/08/21,4.070,4.188,2.076,0.000,123.156
2008/08/22,0.000,2.155,4.196,4.263,0.000
2008/08/29,4.145,0.000,0.000,4.041,94.574
2008/09/03,0.000,2.155,4.001,4.038,55.528
2008/09/04,4.030,2.155,3.901,2.130,0.000
2008/09/05,3.867,0.000,0.000,3.960,161.382
2008/09/08,0.000,4.188,3.943,4.058,0.000
2008/09/09,4.038,4.098,0.000,3.952,116.436
2008/09/10,4.001,4.011,3.807,3.837,188.894
2008/09/12,3.941,3.980,3.831,0.000,0.000
2008/09/15,3.843,3.994,0.000,0.000,179.616
2008/09/16,3.840,0.000,2.076,0.000,55.528
2008/09/18,3.654,3.875,3.504,0.000,55.528
2008/09/19,4.006,0.000,3.825,0.000,55.528
2008/09/23,3.789,2.155,3.539,0.000,171.884
2008/09/24,3.615,3.682,3.447,0.000,0.000
2008/09/25,3.533,0.000,3.500,3.604,0.000
2008/09/29,3.421,0.000,3.066,3.168,55.528
2008/10/01,0.000,0.000,2.076,3.479,192.444
2008/10/02,0.000,3.448,0.000,2.130,0.000
2008/10/03,0.000,3.547,3.329,0.000,55.528
2008/10/09,0.000,3.175,0.000,2.800,0.000
2008/10/10,2.649,2.155,2.553,0.000,0.000
2008/10/13,2.145,3.111,2.868,3.101,0.000
2008/10/14,3.175,0.000,2.076,0.000,55.528
2008/10/15,2.723,2.734,2.076,2.436,55.528
2008/10/16,2.320,0.000,0.000,2.130,55.528
2008/10/20,2.609,2.655,2.076,2.130,55.528
2008/10/21,0.000,0.000,2.076,2.511,173.392
2008/10/24,0.000,0.000,2.225,2.448,0.000
2008/10/28,2.575,2.815,0.000,2.802,55.528
2008/10/31,0.000,2.862,2.750,2.862,55.528
2008/11/03,2.818,0.000,0.000,2.789,143.402
2008/11/05,2.874,2.900,0.000,2.599,0.000
2008/11/06,2.490,0.000,0.000,0.000,55.528
2008/11/07,2.145,2.490,0.000,2.461,0.000
2008/11/10,2.499,0.000,2.343,0.000,55.528
2008/11/12,2.200,0.000,2.045,2.078,55.528
2008/11/13,2.070,0.000,1.924,2.247,0.000
2008/11/14,0.000,0.000,0.000,2.088,0.000
2008/11/17,0.000,2.063,0.000,0.000,214.236
2008/11/19,1.898,0.000,1.788,0.000,55.528
2008/11/26,0.000,2.200,2.014,0.000,55.528
2008/12/01,2.100,0.000,2.019,0.000,55.528
2008/12/02,2.069,2.086,0.000,2.059,174.274
2008/12/03,0.000,0.000,2.076,0.000,0.000
2008/12/04,0.000,0.000,0.000,2.366,55.528
2008/12/05,0.000,0.000,2.165,0.000,0.000
2008/12/08,2.457,2.607,2.368,2.570,218.814
2008/12/11,2.145,0.000,0.000,2.412,151.672
2008/12/16,0.000,0.000,2.464,2.130,55.528
2008/12/17,0.000,2.155,0.000,2.659,0.000
2008/12/19,2.579,2.649,2.546,2.578,219.264
2008/12/22,0.000,2.608,0.000,2.130,0.000
2008/12/24,2.583,2.155,2.550,0.000,32.910
2008/12/26,2.690,2.155,2.578,2.589,136.946
2008/12/29,2.572,0.000,2.428,0.000,0.000
2008/12/30,0.000,2.560,0.000,2.538,132.026
2008/12/31,2.537,2.585,2.496,2.564,155.844
2009/01/02,2.145,2.727,2.553,0.000,0.000
2009/01/05,2.145,2.787,2.651,0.000,0.000
2009/01/08,2.750,2.866,2.729,2.130,131.558
2009/01/26,2.509,0.000,2.426,0.000,0.000
2009/01/27,0.000,2.521,0.000,0.000,174.764
2009/02/02,0.000,3.100,2.907,3.057,55.528
2009/02/05,0.000,0.000,0.000,2.130,203.392
2009/02/11,3.155,3.245,0.000,3.217,166.946
2009/02/12,3.162,0.000,2.076,0.000,55.528
2009/02/13,0.000,3.234,2.076,0.000,82.618
2009/02/17,0.000,3.132,0.000,3.083,0.000
2009/02/19,0.000,3.209,2.076,0.000,135.378
2009/02/20,3.053,3.207,0.000,0.000,0.000
2009/02/25,3.245,0.000,3.141,0.000,0.000
2009/02/26,3.206,2.155,3.117,3.117,0.000
2009/03/03,0.000,3.164,3.065,3.085,193.832
2009/03/04,0.000,3.289,0.000,0.000,55.528
2009/03/10,0.000,2.155,0.000,3.286,0.000
2009/03/13,3.482,0.000,0.000,3.431,0.000
2009/03/16,3.428,3.464,3.334,0.000,0.000
2009/03/18,0.000,3.695,3.507,0.000,208.034
2009/03/19,3.570,0.000,3.462,2.130,0.000
2009/03/23,3.568,0.000,0.000,3.779,55.528
2009/03/24,3.743,2.155,2.076,3.641,0.000
2009/03/25,3.655,3.697,3.492,3.620,157.912
2009/03/26,0.000,3.749,0.000,0.000,55.528
2009/03/31,3.631,3.725,0.000,3.672,178.364
2009/04/01,3.651,0.000,0.000,3.675,140.828
2009/04/02,0.000,3.862,3.672,0.000,221.338
2009/04/03,2.145,3.916,0.000,3.908,116.198
2009/04/06,3.863,0.000,3.800,0.000,0.000
2009/04/07,3.849,3.854,3.744,3.776,0.000
2009/04/09,0.000,0.000,3.863,0.000,141.646
2009/04/13,3.992,0.000,3.892,3.947,0.000
2009/04/14,0.000,0.000,0.000,0.000,0.000
2009/04/15,3.775,2.155,3.675,3.736,188.256
2009/04/16,3.766,3.874,0.000,0.000,0.000
2009/04/17,0.000,0.000,2.076,3.902,0.000
2009/04/20,3.922,3.990,0.000,0.000,173.738
2009/04/21,0.000,3.955,2.076,0.000,143.244
2009/04/22,2.145,4.109,3.891,0.000,0.000
2009/04/24,4.102,0.000,0.000,4.223,55.528
2009/04/27,4.194,4.249,0.000,2.130,0.000
2009/04/28,0.000,4.267,4.120,0.000,0.000
2009/04/29,4.149,4.149,0.000,3.990,194.702
2009/05/01,4.019,0.000,3.892,3.948,122.434
2009/05/05,4.050,0.000,4.010,4.095,117.406
2009/05/06,0.000,0.000,3.983,4.100,172.080
2009/05/07,4.136,0.000,2.076,2.130,55.528
2009/05/12,3.935,2.155,3.826,3.897,110.974
2009/05/13,0.000,0.000,0.000,3.710,0.000
2009/05/18,3.698,2.155,0.000,3.797,136.582
2009/05/19,0.000,0.000,2.076,0.000,0.000
2009/05/20,3.925,4.056,3.871,2.130,55.528
2009/05/22,0.000,0.000,3.751,3.782,69.694
2009/05/26,0.000,0.000,3.727,0.000,133.992
2009/05/27,0.000,3.975,3.838,3.855,111.342
2009/05/29,0.000,3.901,2.076,0.000,101.444
2009/06/01,3.911,0.000,0.000,4.153,215.930
2009/06/02,0.000,4.273,0.000,4.247,187.940
2009/06/05,4.314,2.155,4.265,0.000,165.270
2009/06/08,0.000,4.359,0.000,4.318,0.000
2009/06/09,4.346,0.000,4.308,4.354,89.502
2009/06/10,0.000,4.428,4.241,0.000,121.472
2009/06/11,4.315,4.374,4.253,4.285,100.194
2009/06/17,2.145,2.155,4.032,2.130,155.702
2009/06/19,0.000,4.173,4.075,0.000,108.764
2009/06/22,4.121,4.122,3.928,0.000,0.000
2009/06/24,3.900,4.027,0.000,0.000,0.000
2009/06/25,3.955,4.111,3.951,4.110,0.000
2009/06/26,4.095,0.000,2.076,4.194,175.506
2009/06/29,0.000,0.000,4.121,0.000,125.406
2009/06/30,4.181,0.000,4.123,4.183,0.000
2009/07/01,0.000,0.000,4.069,0.000,55.528
2009/07/06,3.922,0.000,0.000,3.905,0.000
2009/07/07,2.145,0.000,2.076,0.000,129.830
2009/07/08,3.823,0.000,3.785,2.130,170.814
2009/07/09,3.912,3.927,3.841,3.905,55.528
2009/07/10,3.876,0.000,3.809,3.882,119.522
2009/07/13,0.000,2.155,3.901,0.000,0.000
2009/07/15,0.000,4.232,4.139,4.227,126.780
2009/07/16,4.221,0.000,0.000,4.306,0.000
2009/07/21,4.426,4.451,0.000,0.000,0.000
2009/07/22,0.000,4.462,4.389,4.439,0.000
2009/07/23,4.492,4.720,2.076,0.000,0.000
2009/07/27,0.000,4.325,0.000,4.212,0.000
2009/07/28,4.192,4.282,0.000,4.249,55.528
2009/07/29,4.223,0.000,2.076,0.000,130.058
2009/07/30,2.145,4.363,4.259,2.130,0.000
2009/07/31,0.000,0.000,0.000,4.288,117.738
2009/08/03,4.328,0.000,4.328,4.372,0.000
2009/08/04,0.000,0.000,0.000,4.290,55.528
2009/08/07,0.000,4.298,0.000,0.000,112.560
2009/08/13,0.000,4.319,2.076,4.230,114.248
2009/08/14,0.000,0.000,4.139,4.179,0.000
2009/08/18,4.070,4.135,4.040,0.000,117.688
2009/08/19,0.000,2.155,4.024,0.000,0.000
2009/08/20,4.149,0.000,4.133,2.130,0.000
2009/08/21,0.000,4.253,4.177,0.000,0.000
2009/08/24,4.259,2.155,4.212,0.000,0.000
2009/08/25,4.233,4.317,0.000,0.000,95.820
2009/08/28,4.239,4.249,0.000,4.138,55.528
2009/08/31,0.000,4.097,4.017,0.000,0.000
2009/09/02,3.952,4.008,3.890,0.000,0.000
2009/09/03,2.145,2.155,3.875,0.000,0.000
2009/09/04,2.145,3.989,3.882,0.000,0.000
2009/09/08,3.993,4.052,3.944,2.130,140.752
2009/09/09,4.030,4.131,4.025,4.112,135.524
2009/09/10,4.116,0.000,2.076,0.000,0.000
2009/09/11,0.000,2.155,0.000,4.227,55.528
2009/09/14,2.145,4.228,0.000,0.000,0.000
2009/09/16,4.295,0.000,0.000,4.535,55.528
2009/09/17,2.145,0.000,4.450,0.000,0.000
2009/09/18,0.000,0.000,4.473,4.514,0.000
2009/09/21,0.000,2.155,4.424,2.130,84.186
2009/09/24,4.600,0.000,4.538,4.606,55.528
2009/09/25,2.145,4.613,4.488,4.526,0.000
2009/09/28,4.552,0.000,0.000,2.130,0.000
2009/09/29,0.000,0.000,0.000,2.130,87.878
2009/10/01,4.625,4.645,2.076,0.000,0.000
2009/10/02,0.000,2.155,0.000,4.492,100.788
2009/10/05,4.512,0.000,0.000,2.130,140.570
2009/10/07,4.575,0.000,0.000,4.699,55.528
2009/10/09,4.750,4.798,0.000,4.786,93.880
2009/10/12,2.145,2.155,4.654,2.130,55.528
2009/10/15,4.756,4.853,0.000,4.800,124.842
2009/10/16,4.765,4.806,4.681,0.000,0.000
2009/10/19,4.767,4.814,0.000,4.734,0.000
2009/10/20,2.145,4.805,0.000,2.130,155.552
2009/10/21,0.000,4.832,4.646,4.671,155.224
2009/10/23,5.552,5.983,5.531,0.000,0.000
2009/10/26,5.960,0.000,0.000,6.232,0.000
2009/10/30,0.000,2.155,0.000,5.940,0.000
2009/11/02,0.000,5.975,0.000,2.130,55.528
2009/11/03,2.145,0.000,5.832,0.000,0.000
2009/11/04,0.000,5.963,5.838,0.000,0.000
2009/11/05,0.000,0.000,5.812,0.000,0.000
2009/11/09,2.145,6.416,0.000,6.333,0.000
2009/11/11,6.554,6.565,6.417,6.496,148.684
2009/11/12,0.000,6.608,6.499,6.527,0.000
2009/11/13,6.558,6.649,6.488,6.648,147.536
2009/11/16,0.000,0.000,0.000,6.580,0.000
2009/11/17,6.570,6.593,0.000,6.562,0.000
2009/11/18,6.545,6.570,6.477,2.130,0.000
2009/11/19,0.000,2.155,0.000,0.000,119.964
2009/11/20,2.145,0.000,6.371,0.000,133.052
2009/11/23,6.552,6.650,6.550,2.130,137.562
2009/11/24,2.145,6.716,6.611,0.000,0.000
2009/12/01,6.847,6.968,6.787,6.925,193.152
2009/12/02,0.000,7.134,0.000,7.113,0.000
2009/12/04,0.000,0.000,0.000,0.000,0.000
2009/12/08,6.715,0.000,6.643,6.706,160.056
2009/12/10,6.621,6.810,0.000,6.769,55.528
2009/12/11,6.804,6.814,0.000,0.000,0.000
2009/12/23,0.000,0.000,2.076,0.000,190.922
2009/12/24,0.000,2.155,6.877,6.924,102.576
2009/12/28,2.145,7.099,0.000,6.965,0.000
2009/12/29,0.000,0.000,2.076,6.970,168.012
2009/12/30,0.000,6.920,0.000,2.130,55.528
2009/12/31,0.000,6.864,6.726,0.000,0.000
2010/01/06,2.145,0.000,0.000,0.000,143.576
2010/01/07,0.000,6.616,6.440,0.000,0.000
2010/01/08,6.528,6.684,0.000,0.000,0.000
2010/01/12,6.450,6.491,6.327,2.130,181.926
2010/01/13,2.145,0.000,0.000,6.456,214.464
2010/01/15,0.000,6.483,6.353,6.357,0.000
2010/01/25,0.000,0.000,0.000,0.000,55.528
2010/01/27,6.051,6.167,2.076,2.130,0.000
2010/01/28,6.221,0.000,6.140,6.301,55.528
2010/02/01,0.000,0.000,0.000,2.130,55.528
2010/02/02,5.939,5.949,0.000,0.000,55.528
2010/02/03,2.145,5.981,0.000,0.000,0.000
2010/02/05,5.794,5.883,0.000,2.130,0.000
2010/02/08,2.145,2.155,5.828,0.000,0.000
2010/02/11,0.000,0.000,5.825,0.000,55.528
2010/02/16,0.000,0.000,5.859,0.000,0.000
2010/02/18,5.792,5.925,0.000,5.904,196.002
2010/02/19,0.000,5.955,0.000,5.876,0.000
2010/02/22,5.869,0.000,5.809,5.900,0.000
2010/02/24,0.000,5.990,5.858,0.000,147.798
2010/03/03,0.000,6.347,6.221,0.000,128.808
2010/03/08,6.415,6.543,0.000,6.505,55.528
2010/03/09,0.000,0.000,0.000,0.000,0.000
2010/03/10,0.000,2.155,0.000,6.525,112.514
2010/03/11,0.000,6.681,0.000,2.130,144.816
2010/03/16,6.562,0.000,0.000,2.130,82.650
2010/03/17,0.000,0.000,0.000,0.000,55.528
2010/03/18,0.000,6.642,0.000,6.638,0.000
2010/03/23,6.544,0.000,6.404,0.000,55.528
2010/03/26,0.000,6.850,0.000,6.753,131.314
2010/04/01,0.000,6.826,6.559,6.590,0.000
2010/04/05,2.145,6.687,6.539,6.575,0.000
2010/04/07,6.798,2.155,6.693,0.000,118.908
2010/04/08,6.735,0.000,0.000,7.048,0.000
2010/04/13,7.062,0.000,2.076,0.000,55.528
2010/04/14,7.017,7.225,0.000,7.214,0.000
2010/04/19,0.000,2.155,0.000,7.122,0.000
2010/04/22,7.351,7.555,7.294,7.504,55.528
2010/04/23,7.269,7.455,0.000,0.000,0.000
2010/04/28,7.129,7.137,0.000,0.000,184.706
2010/04/30,0.000,7.070,6.845,6.855,0.000
2010/05/03,6.860,0.000,0.000,0.000,0.000
2010/05/04,6.781,6.791,6.419,2.130,55.528
2010/05/06,6.500,6.616,0.000,0.000,55.528
